USA1_alt,Specimen.I,Species,Complex,Year,Lat,Lon,Color,T2T3Red
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
1511,AMNH_BEE 00095244,bifarius,Pacific,1917,35.578,-118.655,1,0
2162,AMNH_BEE 00054199,bifarius,Pacific,2000,36.12055,-118.545,1,0
2162,AMNH_BEE 00054199,bifarius,Pacific,2000,36.12055,-118.545,1,0
2141,AMNH_BEE 00123536,bifarius,Pacific,1971,36.5625,-118.7505,1,0
2141,AMNH_BEE 00123536,bifarius,Pacific,1971,36.5625,-118.7505,1,0
1265,AMNH_BEE 00095820,bifarius,Pacific,1937,37.36361,-118.39417,1,0
1265,AMNH_BEE 00095820,bifarius,Pacific,1937,37.36361,-118.39417,1,0
2056,ENT.797685,bifarius,,1967,37.4,-119.52,1,0
2775,ENT.797705,bifarius,Pacific,1962,37.64,-112.85,1,0
2155,ENT.714239,bifarius,Pacific,1965,37.6438,-118.8457,1,0
2155,ENT.714239,bifarius,Pacific,1965,37.6438,-118.8457,1,0
2422,AMNH_BEE 00058108,bifarius,Pacific,1949,37.787,-112.848,1,0
165,ENT.710300,bifarius,,1975,38.06667,-122.88333,1,0
165,ENT.710300,bifarius,,1975,38.06667,-122.88333,1,0
165,ENT.710300,bifarius,,1975,38.06667,-122.88333,1,0
165,ENT.710300,bifarius,,1975,38.06667,-122.88333,1,0
165,ENT.710300,bifarius,,1975,38.06667,-122.88333,1,0
165,ENT.710300,bifarius,,1975,38.06667,-122.88333,1,0
165,ENT.710300,bifarius,,1975,38.06667,-122.88333,1,0
36,ENT.711286,bifarius,,1965,38.086311,-122.942824,1,0
36,ENT.711286,bifarius,,1965,38.086311,-122.942824,1,0
36,ENT.711286,bifarius,,1965,38.086311,-122.942824,1,0
36,ENT.711286,bifarius,,1965,38.086311,-122.942824,1,0
36,ENT.711286,bifarius,,1965,38.086311,-122.942824,1,0
36,ENT.711286,bifarius,,1965,38.086311,-122.942824,1,0
36,ENT.711286,bifarius,,1965,38.086311,-122.942824,1,0
36,ENT.711286,bifarius,,1965,38.086311,-122.942824,1,0
36,ENT.711286,bifarius,,1965,38.086311,-122.942824,1,0
36,ENT.711286,bifarius,,1965,38.086311,-122.942824,1,0
36,ENT.711286,bifarius,,1965,38.086311,-122.942824,1,0
36,ENT.711286,bifarius,,1965,38.086311,-122.942824,1,0
36,ENT.711286,bifarius,,1965,38.086311,-122.942824,1,0
36,ENT.711286,bifarius,,1965,38.086311,-122.942824,1,0
36,ENT.711286,bifarius,,1965,38.086311,-122.942824,1,0
36,ENT.711286,bifarius,,1965,38.086311,-122.942824,1,0
36,ENT.711286,bifarius,,1965,38.086311,-122.942824,1,0
36,ENT.711286,bifarius,,1965,38.086311,-122.942824,1,0
36,ENT.711286,bifarius,,1965,38.086311,-122.942824,1,0
36,ENT.711286,bifarius,,1965,38.086311,-122.942824,1,0
36,ENT.711286,bifarius,,1965,38.086311,-122.942824,1,0
36,ENT.711286,bifarius,,1965,38.086311,-122.942824,1,0
36,ENT.711286,bifarius,,1965,38.086311,-122.942824,1,0
36,ENT.711286,bifarius,,1965,38.086311,-122.942824,1,0
36,ENT.711286,bifarius,,1965,38.086311,-122.942824,1,0
36,ENT.711286,bifarius,,1965,38.086311,-122.942824,1,0
2752,AMNH_BEE 00025507,bifarius,Pacific,1999,38.3172,-119.6095,1,0
2752,AMNH_BEE 00025507,bifarius,Pacific,1999,38.3172,-119.6095,1,0
2752,AMNH_BEE 00025507,bifarius,Pacific,1999,38.3172,-119.6095,1,0
2752,AMNH_BEE 00025507,bifarius,Pacific,1999,38.3172,-119.6095,1,0
2549,AMNH_BEE 00095466,bifarius,Pacific,1938,38.324,-119.4843,1,0
2549,AMNH_BEE 00095466,bifarius,Pacific,1938,38.324,-119.4843,1,0
2549,AMNH_BEE 00095466,bifarius,Pacific,1938,38.324,-119.4843,1,0
2549,AMNH_BEE 00095466,bifarius,Pacific,1938,38.324,-119.4843,1,0
2549,AMNH_BEE 00095466,bifarius,Pacific,1938,38.324,-119.4843,1,0
2549,AMNH_BEE 00095466,bifarius,Pacific,1938,38.324,-119.4843,1,0
2549,AMNH_BEE 00095466,bifarius,Pacific,1938,38.324,-119.4843,1,0
2549,AMNH_BEE 00095466,bifarius,Pacific,1938,38.324,-119.4843,1,0
2549,AMNH_BEE 00095466,bifarius,Pacific,1938,38.324,-119.4843,1,0
2549,AMNH_BEE 00095466,bifarius,Pacific,1938,38.324,-119.4843,1,0
2549,AMNH_BEE 00095466,bifarius,Pacific,1938,38.324,-119.4843,1,0
2942,AMNH_BEE 00095751,bifarius,Pacific,1965,38.3269,-119.64003,1,0
2942,AMNH_BEE 00095751,bifarius,Pacific,1965,38.3269,-119.64003,1,0
2864,AMNH_BEE 00123534,bifarius,Pacific,1999,38.32722,-119.65805,1,0
2942,AMNH_BEE 00123542,bifarius,,2006,38.32812,-119.63759,1,0
2942,AMNH_BEE 00123542,bifarius,,2006,38.32812,-119.63759,1,0
2942,AMNH_BEE 00123542,bifarius,,2006,38.32812,-119.63759,1,0
2942,AMNH_BEE 00123542,bifarius,,2006,38.32812,-119.63759,1,0
2942,AMNH_BEE 00123542,bifarius,,2006,38.32812,-119.63759,1,0
2942,AMNH_BEE 00123542,bifarius,,2006,38.32812,-119.63759,1,0
2942,AMNH_BEE 00123542,bifarius,,2006,38.32812,-119.63759,1,0
2348,ENT.711243,bifarius,,1967,38.3494,-119.3529,1,0
2348,ENT.711243,bifarius,,1967,38.3494,-119.3529,1,0
2842,AMNH_BEE 00123540,bifarius,Pacific,2006,38.43222,-119.37111,1,0
2678,AMNH_BEE 00095721,bifarius,Pacific,1953,38.54444,-119.81083,1,0
2111,AMNH_BEE 00095688,bifarius,Pacific,1976,38.54546,-119.5583,1,0
2438,AMNH_BEE 00095782,bifarius,Pacific,1931,38.60861,-119.90222,1,0
2438,AMNH_BEE 00095782,bifarius,Pacific,1931,38.60861,-119.90222,1,0
2438,AMNH_BEE 00095782,bifarius,Pacific,1931,38.60861,-119.90222,1,0
2602,AMNH_BEE 00095471,bifarius,Pacific,1938,38.69388,-119.98861,1,0
1728,AMNH_BEE 00123541,bifarius,Pacific,2006,38.77777,-119.82194,1,0
2093,AMNH_BEE 00123545,bifarius,,1954,38.83384,-120.04162,1,0
2093,AMNH_BEE 00123545,bifarius,,1954,38.83384,-120.04162,1,0
2695,ENT.797687,bifarius,,1964,38.9,-120.1,1,0
1994,AMNH_BEE 00123547,bifarius,,1952,38.98222,-120.09611,1,0
1662,ENT.709867,bifarius,,1969,39.163881,-119.813131,1,0
2204,ENT.711494,bifarius,Pacific,1969,39.301676,-120.328533,1,0
2204,ENT.711494,bifarius,Pacific,1969,39.301676,-120.328533,1,0
2628,ENT.710650,bifarius,,1982,39.303579,-119.913426,1,0
2628,ENT.710650,bifarius,,1982,39.303579,-119.913426,1,0
2628,ENT.710650,bifarius,,1982,39.303579,-119.913426,1,0
2628,ENT.710650,bifarius,,1982,39.303579,-119.913426,1,0
2628,ENT.710650,bifarius,,1982,39.303579,-119.913426,1,0
2628,ENT.710650,bifarius,,1982,39.303579,-119.913426,1,0
2628,ENT.710650,bifarius,,1982,39.303579,-119.913426,1,0
2628,ENT.710650,bifarius,,1982,39.303579,-119.913426,1,0
2628,ENT.710650,bifarius,,1982,39.303579,-119.913426,1,0
2628,ENT.710650,bifarius,,1982,39.303579,-119.913426,1,0
1968,AMNH_BEE 00095750,bifarius,Pacific,1964,39.43221,-120.24011,1,0
1212,AMNH_BEE 00054288,bifarius,Pacific,1930,39.47361,-118.77639,1,0
1212,AMNH_BEE 00054288,bifarius,Pacific,1930,39.47361,-118.77639,1,0
1212,AMNH_BEE 00054288,bifarius,Pacific,1930,39.47361,-118.77639,1,0
1212,AMNH_BEE 00054288,bifarius,Pacific,1930,39.47361,-118.77639,1,0
1513,AMNH_BEE 00095464,bifarius,Pacific,1948,39.58972,-120.3675,1,0
1513,AMNH_BEE 00095464,bifarius,Pacific,1948,39.58972,-120.3675,1,0
1368,AMNH_BEE 00123538,bifarius,Pacific,1952,40.25278,-121.16028,1,0
2386,HH16-0018-1,bifarius,Pacific,2016,40.48432,-112.17758,1,0
388,ENT.710259,bifarius,Pacific,1970,40.782992,-122.290721,1,0
2140,ENT.710273,bifarius,Pacific,1968,41.01638,-123.030927,1,0
2140,ENT.710273,bifarius,Pacific,1968,41.01638,-123.030927,1,0
2140,ENT.710273,bifarius,Pacific,1968,41.01638,-123.030927,1,0
2140,ENT.710273,bifarius,Pacific,1968,41.01638,-123.030927,1,0
2140,ENT.710273,bifarius,Pacific,1968,41.01638,-123.030927,1,0
2140,ENT.710273,bifarius,Pacific,1968,41.01638,-123.030927,1,0
2140,ENT.710273,bifarius,Pacific,1968,41.01638,-123.030927,1,0
2140,ENT.710273,bifarius,Pacific,1968,41.01638,-123.030927,1,0
2140,ENT.710273,bifarius,Pacific,1968,41.01638,-123.030927,1,0
2140,ENT.710273,bifarius,Pacific,1968,41.01638,-123.030927,1,0
2140,ENT.710273,bifarius,Pacific,1968,41.01638,-123.030927,1,0
2140,ENT.710273,bifarius,Pacific,1968,41.01638,-123.030927,1,0
2140,ENT.710273,bifarius,Pacific,1968,41.01638,-123.030927,1,0
2140,ENT.710273,bifarius,Pacific,1968,41.01638,-123.030927,1,0
1321,AMNH_BEE 00095197,bifarius,Pacific,1920,41.22306,-111.97306,1,0
1321,AMNH_BEE 00095197,bifarius,Pacific,1920,41.22306,-111.97306,1,0
1321,AMNH_BEE 00095197,bifarius,Pacific,1920,41.22306,-111.97306,1,0
1321,AMNH_BEE 00095197,bifarius,Pacific,1920,41.22306,-111.97306,1,0
1321,AMNH_BEE 00095197,bifarius,Pacific,1920,41.22306,-111.97306,1,0
1321,AMNH_BEE 00095197,bifarius,Pacific,1920,41.22306,-111.97306,1,0
1321,AMNH_BEE 00095197,bifarius,Pacific,1920,41.22306,-111.97306,1,0
1321,AMNH_BEE 00095197,bifarius,Pacific,1920,41.22306,-111.97306,1,0
1321,AMNH_BEE 00095197,bifarius,Pacific,1920,41.22306,-111.97306,1,0
1321,AMNH_BEE 00095197,bifarius,Pacific,1920,41.22306,-111.97306,1,0
1321,AMNH_BEE 00095197,bifarius,Pacific,1920,41.22306,-111.97306,1,0
1321,AMNH_BEE 00095197,bifarius,Pacific,1920,41.22306,-111.97306,1,0
1321,AMNH_BEE 00095197,bifarius,Pacific,1920,41.22306,-111.97306,1,0
1321,AMNH_BEE 00095197,bifarius,Pacific,1920,41.22306,-111.97306,1,0
1321,AMNH_BEE 00095197,bifarius,Pacific,1920,41.22306,-111.97306,1,0
1321,AMNH_BEE 00095197,bifarius,Pacific,1920,41.22306,-111.97306,1,0
1321,AMNH_BEE 00095197,bifarius,Pacific,1920,41.22306,-111.97306,1,0
1321,AMNH_BEE 00095197,bifarius,Pacific,1920,41.22306,-111.97306,1,0
1321,AMNH_BEE 00095197,bifarius,Pacific,1920,41.22306,-111.97306,1,0
1321,AMNH_BEE 00095197,bifarius,Pacific,1920,41.22306,-111.97306,1,0
1321,AMNH_BEE 00095197,bifarius,Pacific,1920,41.22306,-111.97306,1,0
1321,AMNH_BEE 00095197,bifarius,Pacific,1920,41.22306,-111.97306,1,0
1321,AMNH_BEE 00095197,bifarius,Pacific,1920,41.22306,-111.97306,1,0
1321,AMNH_BEE 00095197,bifarius,Pacific,1920,41.22306,-111.97306,1,0
1321,AMNH_BEE 00095197,bifarius,Pacific,1920,41.22306,-111.97306,1,0
1321,AMNH_BEE 00095197,bifarius,Pacific,1920,41.22306,-111.97306,1,0
1321,AMNH_BEE 00095197,bifarius,Pacific,1920,41.22306,-111.97306,1,0
1321,AMNH_BEE 00095197,bifarius,Pacific,1920,41.22306,-111.97306,1,0
1321,AMNH_BEE 00095197,bifarius,Pacific,1920,41.22306,-111.97306,1,0
1321,AMNH_BEE 00095197,bifarius,Pacific,1920,41.22306,-111.97306,1,0
1321,AMNH_BEE 00095197,bifarius,Pacific,1920,41.22306,-111.97306,1,0
1321,AMNH_BEE 00095197,bifarius,Pacific,1920,41.22306,-111.97306,1,0
1321,AMNH_BEE 00095197,bifarius,Pacific,1920,41.22306,-111.97306,1,0
1321,AMNH_BEE 00095197,bifarius,Pacific,1920,41.22306,-111.97306,1,0
1321,AMNH_BEE 00095197,bifarius,Pacific,1920,41.22306,-111.97306,1,0
